"merged_age_range","date","total"
"25 to 64",2020-07-03,0.179418446029526
"25 to 64",2020-07-04,0.209997572282401
"25 to 64",2020-07-05,0.171209163927456
"25 to 64",2020-07-06,0.218648564114223
"25 to 64",2020-07-07,0.227248978496074
"25 to 64",2020-07-08,0.233062013412819
"25 to 64",2020-07-09,0.249166997427133
"25 to 64",2020-07-10,0.267234386500349
"25 to 64",2020-07-11,0.235205373348285
"25 to 64",2020-07-12,0.18087507658871
"25 to 64",2020-07-13,0.231796453220194
"25 to 64",2020-07-14,0.253406511678092
"25 to 64",2020-07-15,0.258772217148421
"25 to 64",2020-07-16,0.266354338870842
"25 to 64",2020-07-17,0.286001992269839
"25 to 64",2020-07-18,0.245700756189074
"25 to 64",2020-07-19,0.196727173353166
"25 to 64",2020-07-20,0.294973307951482
"25 to 64",2020-07-21,0.297376298796803
"25 to 64",2020-07-22,0.332687226480362
"25 to 64",2020-07-23,0.337934917900756
"25 to 64",2020-07-24,0.361310691334333
"25 to 64",2020-07-25,0.339575875166504
"25 to 64",2020-07-26,0.291939784896514
"25 to 64",2020-07-27,0.292062294719778
"25 to 64",2020-07-28,0.338378875517174
"25 to 64",2020-07-29,0.346837673039104
"25 to 64",2020-07-30,0.362382933273732
"25 to 64",2020-07-31,0.387781804706176
"25 to 64",2020-08-01,0.296296189254074
"25 to 64",2020-08-02,0.287256313029136
"25 to 64",2020-08-03,0.297942766236485
"25 to 64",2020-08-04,0.375019428163322
"25 to 64",2020-08-05,0.392705800446751
"25 to 64",2020-08-06,0.363329293559869
"25 to 64",2020-08-07,0.400233972889202
"25 to 64",2020-08-08,0.359038077915605
"25 to 64",2020-08-09,0.290421337454031
"25 to 64",2020-08-10,0.385947529187203
"25 to 64",2020-08-11,0.422657766319978
"25 to 64",2020-08-12,0.450838397500864
"25 to 64",2020-08-13,0.387662666712909
"25 to 64",2020-08-14,0.433651056057155
"25 to 64",2020-08-15,0.416587348380044
"25 to 64",2020-08-16,0.331679049310926
"25 to 64",2020-08-17,0.427455880407291
"25 to 64",2020-08-18,0.458289017853358
"25 to 64",2020-08-19,0.478695333001931
"25 to 64",2020-08-20,0.41191736383266
"25 to 64",2020-08-21,0.456392925451087
"25 to 64",2020-08-22,0.422530760723383
"25 to 64",2020-08-23,0.344312172370518
"25 to 64",2020-08-24,0.461703557698113
"25 to 64",2020-08-25,0.488551192086411
"25 to 64",2020-08-26,0.521846889374432
"25 to 64",2020-08-27,0.417217880589691
"25 to 64",2020-08-28,0.502705010475152
"25 to 64",2020-08-29,0.475974266193454
"25 to 64",2020-08-30,0.408889460494355
"25 to 64",2020-08-31,0.498856628503974
"25 to 64",2020-09-01,0.409135604084217
"25 to 64",2020-09-02,0.432699076054355
"25 to 64",2020-09-03,0.450960907324129
"25 to 64",2020-09-04,0.506311744629799
"25 to 64",2020-09-05,0.480716183114132
"25 to 64",2020-09-06,0.369779604346257
"25 to 64",2020-09-07,0.396621619017892
"25 to 64",2020-09-08,0.437249922608473
"25 to 64",2020-09-09,0.46637466618883
"25 to 64",2020-09-10,0.483809275165733
"25 to 64",2020-09-11,0.522792125717236
"25 to 64",2020-09-12,0.53504760381704
"25 to 64",2020-09-13,0.387344590749754
"25 to 64",2020-09-14,0.424173965875796
"25 to 64",2020-09-15,0.476800364542992
"25 to 64",2020-09-16,0.488302800609884
"25 to 64",2020-09-17,0.503142224431574
"25 to 64",2020-09-18,0.546424158230669
"25 to 64",2020-09-19,0.551417838457873
"25 to 64",2020-09-20,0.408125179028117
"25 to 64",2020-09-21,0.425116954331935
"25 to 64",2020-09-22,0.459234254196162
"25 to 64",2020-09-23,0.485401902868175
"25 to 64",2020-09-24,0.496512082711953
"25 to 64",2020-09-25,0.514324336648645
"25 to 64",2020-09-26,0.527026020251532
"25 to 64",2020-09-27,0.403074177690945
"25 to 64",2020-09-28,0.431504324291691
"25 to 64",2020-09-29,0.467391834904927
"25 to 64",2020-09-30,0.499793997243449
"25 to 64",2020-10-01,0.499995183100003
"25 to 64",2020-10-02,0.521279297991417
"25 to 64",2020-10-03,0.523938547916594
"25 to 64",2020-10-04,0.395234672945335
"25 to 64",2020-10-05,0.424361664412357
"25 to 64",2020-10-06,0.474340052587703
"25 to 64",2020-10-07,0.517293794933649
"25 to 64",2020-10-08,0.519132566225952
"25 to 64",2020-10-09,0.552428263513973
"25 to 64",2020-10-10,0.534356378667427
"25 to 64",2020-10-11,0.413558321098407
"25 to 64",2020-10-12,0.417035801769793
"25 to 64",2020-10-13,0.468271882534434
"25 to 64",2020-10-14,0.511801083866725
"25 to 64",2020-10-15,0.525453623529079
"25 to 64",2020-10-16,0.555330285199015
"25 to 64",2020-10-17,0.49247038248755
"25 to 64",2020-10-18,0.375208250643217
"25 to 64",2020-10-19,0.414324850451311
"25 to 64",2020-10-20,0.395485312308528
"25 to 64",2020-10-21,0.305715958325466
"25 to 64",2020-10-22,0.330356168008334
"25 to 64",2020-10-23,0.384371760634752
"25 to 64",2020-10-24,0.377615737261868
"25 to 64",2020-10-25,0.310706266722671
"25 to 64",2020-10-26,0.319615765521015
"25 to 64",2020-10-27,0.424051456052531
"25 to 64",2020-10-28,0.500113197149937
"25 to 64",2020-10-29,0.506688265646254
"25 to 64",2020-10-30,0.56430272482399
"25 to 64",2020-10-31,0.551223396261315
"25 to 64",2020-11-01,0.436173184895743
"25 to 64",2020-11-02,0.462579109554289
"25 to 64",2020-11-03,0.54730982557684
"25 to 64",2020-11-04,0.62350643987417
"25 to 64",2020-11-05,0.183085873124139
"25 to 64",2020-11-06,0.141957414750504
"25 to 64",2020-11-07,0.101647187123078
"25 to 64",2020-11-08,0.0972255940522203
"25 to 64",2020-11-09,0.146695959841184
"25 to 64",2020-11-10,0.154595033583427
"25 to 64",2020-11-11,0.14871456206672
"25 to 64",2020-11-12,0.150860169888852
"25 to 64",2020-11-13,0.144613292845683
"25 to 64",2020-11-14,0.0936267275009024
"25 to 64",2020-11-15,0.0868650844113555
"25 to 64",2020-11-16,0.141892226037207
"25 to 64",2020-11-17,0.147393928650793
"25 to 64",2020-11-18,0.136145503777092
"25 to 64",2020-11-19,0.148778626836684
"25 to 64",2020-11-20,0.140310837768093
"25 to 64",2020-11-21,0.0990542498545296
"25 to 64",2020-11-22,0.0912878014255455
"25 to 64",2020-11-23,0.144419974592458
"25 to 64",2020-11-24,0.143914200092741
"25 to 64",2020-11-25,0.148333545276933
"25 to 64",2020-11-26,0.148780874723349
"25 to 64",2020-11-27,0.157754438291658
"25 to 64",2020-11-28,0.107587227636418
"25 to 64",2020-11-29,0.093939183747394
"25 to 64",2020-11-30,0.16804751133256
"25 to 64",2020-12-01,0.19382739955479
"25 to 64",2020-12-02,0.35417252722833
"25 to 64",2020-12-03,0.36522538596214
"25 to 64",2020-12-04,0.430749034372114
"25 to 64",2020-12-05,0.44552888919717
"25 to 64",2020-12-06,0.33894646690019
"25 to 64",2020-12-07,0.327635101199858
"25 to 64",2020-12-08,0.353164350058895
"25 to 64",2020-12-09,0.383489465118579
"65 and over",2020-01-01,0.861201418517919
"65 and over",2020-01-02,1.00764347465751
"65 and over",2020-01-03,1.01545857290979
"65 and over",2020-01-04,0.9792682254476
"65 and over",2020-01-05,0.823470460289146
"65 and over",2020-01-06,0.939996656452247
"65 and over",2020-01-07,0.971425116090468
"65 and over",2020-01-08,1.09114457820612
"65 and over",2020-01-09,1.03915596761027
"65 and over",2020-01-10,1.0691558609013
"65 and over",2020-01-11,0.990416645176666
"65 and over",2020-01-12,0.81240607387462
"65 and over",2020-01-13,0.958820118909363
"65 and over",2020-01-14,1.08162080255817
"65 and over",2020-01-15,1.01867984996719
"65 and over",2020-01-16,1.0045342420195
"65 and over",2020-01-17,1.06114468491509
"65 and over",2020-01-18,1.03120081383375
"65 and over",2020-01-19,0.839128667898562
"65 and over",2020-01-20,1.03753132352915
"65 and over",2020-01-21,1.12103242707776
"65 and over",2020-01-22,1.05800744117223
"65 and over",2020-01-23,1.04386183322455
"65 and over",2020-01-24,1.18557001264501
"65 and over",2020-01-25,1.03285346901972
"65 and over",2020-01-26,0.83761606823683
"65 and over",2020-01-27,0.949436398785652
"65 and over",2020-01-28,1.0469990769674
"65 and over",2020-01-29,1.03125683604344
"65 and over",2020-01-30,1.04386183322455
"65 and over",2020-01-31,1.16825914984963
"65 and over",2020-02-01,0.99814771011441
"65 and over",2020-02-02,0.766691950764481
"65 and over",2020-02-03,0.9368033904997
"65 and over",2020-02-04,1.04545846620082
"65 and over",2020-02-05,1.01862382775749
"65 and over",2020-02-06,1.00288158683354
"65 and over",2020-02-07,1.09103253378673
"65 and over",2020-02-08,1.02178908260519
"65 and over",2020-02-09,0.740025378950233
"65 and over",2020-02-10,0.941565278323673
"65 and over",2020-02-11,1.07540233728216
"65 and over",2020-02-12,1.06114468491509
"65 and over",2020-02-13,1.02184510481489
"65 and over",2020-02-14,1.10839941879181
"65 and over",2020-02-15,0.99498245526671
"65 and over",2020-02-16,0.897447788189807
"65 and over",2020-02-17,1.10209692020125
"65 and over",2020-02-18,1.09582243271555
"65 and over",2020-02-19,1.196550365745
"65 and over",2020-02-20,1.1635252731305
"65 and over",2020-02-21,1.08013621400128
"65 and over",2020-02-22,1.04229321135312
"65 and over",2020-02-23,0.878596314627844
"65 and over",2020-02-24,1.03450612420568
"65 and over",2020-02-25,1.20290888654524
"65 and over",2020-02-26,1.22803484759291
"65 and over",2020-02-27,1.14316119990681
"65 and over",2020-02-28,0.988707967781005
"65 and over",2020-02-29,0.878428247998762
"65 and over",2020-03-01,0.821873827312873
"65 and over",2020-03-02,0.976187003914441
"65 and over",2020-03-03,1.07688692583904
"65 and over",2020-03-04,0.996663121557524
"65 and over",2020-03-05,0.982433480295299
"65 and over",2020-03-06,1.09433784415866
"65 and over",2020-03-07,1.00926811873863
"65 and over",2020-03-08,0.806131586388915
"65 and over",2020-03-09,0.861201418517919
"65 and over",2020-03-10,0.999800365300377
"65 and over",2020-03-11,0.991929244838398
"65 and over",2020-03-12,0.864338662260772
"65 and over",2020-03-13,0.889520645518134
"65 and over",2020-03-14,0.722714516154849
"65 and over",2020-03-15,0.598289188424922
"65 and over",2020-03-16,0.527449104267114
"65 and over",2020-03-17,0.519521961595441
"65 and over",2020-03-18,0.388822146379809
"65 and over",2020-03-19,0.283360336631233
"65 and over",2020-03-20,0.284872936292966
"65 and over",2020-03-21,0.0928568125674712
"65 and over",2020-03-22,0.0581790647670099
"65 and over",2020-03-23,0.0913162018008917
"65 and over",2020-03-24,0.0519045772813044
"65 and over",2020-03-25,0.0472267227718722
"65 and over",2020-03-26,0.0582350869767037
"65 and over",2020-03-27,0.0550978432338509
"65 and over",2020-03-28,0.0456861120052928
"65 and over",2020-03-29,0.0393556023098935
"65 and over",2020-03-30,0.0393556023098935
"65 and over",2020-03-31,0.0660781963338355
"65 and over",2020-04-01,0.064537585567256
"65 and over",2020-04-02,0.0535292213624246
"65 and over",2020-04-03,0.0629409525909827
"65 and over",2020-04-04,0.050335955409878
"65 and over",2020-04-05,0.0582350869767037
"65 and over",2020-04-06,0.0582630980815506
"65 and over",2020-04-07,0.0408682019716261
"65 and over",2020-04-08,0.0613723307195564
"65 and over",2020-04-09,0.0629409525909827
"65 and over",2020-04-10,0.0519325883861513
"65 and over",2020-04-11,0.0487953446432986
"65 and over",2020-04-12,0.0519325883861513
"65 and over",2020-04-13,0.0566664651052773
"65 and over",2020-04-14,0.055069832129004
"65 and over",2020-04-15,0.0566664651052773
"65 and over",2020-04-16,0.0991593111580235
"65 and over",2020-04-17,0.0598317199529769
"65 and over",2020-04-18,0.0629969748006765
"65 and over",2020-04-19,0.0424648349478993
"65 and over",2020-04-20,0.069271462286382
"65 and over",2020-04-21,0.0676748293101087
"65 and over",2020-04-22,0.0519325883861513
"65 and over",2020-04-23,0.05980370884813
"65 and over",2020-04-24,0.0487393224336048
"65 and over",2020-04-25,0.0440614679241726
"65 and over",2020-04-26,0.0424928460527462
"65 and over",2020-04-27,0.05980370884813
"65 and over",2020-04-28,0.0298878488716416
"65 and over",2020-04-29,0.0267786162336357
"65 and over",2020-04-30,0.0361903474621939
"65 and over",2020-05-01,0.0330250926144943
"65 and over",2020-05-02,0.0361903474621939
"65 and over",2020-05-03,0.0235853502810892
"65 and over",2020-05-04,0.0487953446432986
"65 and over",2020-05-05,0.0346217255907675
"65 and over",2020-05-06,0.0330250926144943
"65 and over",2020-05-07,0.0298878488716416
"65 and over",2020-05-08,0.0282912158953683
"65 and over",2020-05-09,0.0519045772813044
"65 and over",2020-05-10,0.0487673335384517
"65 and over",2020-05-11,0.0362183585670408
"65 and over",2020-05-12,0.0471987116670253
"65 and over",2020-05-13,0.0503639665147249
"65 and over",2020-05-14,0.0503639665147249
"65 and over",2020-05-15,0.0471987116670253
"65 and over",2020-05-16,0.0409522352861668
"65 and over",2020-05-17,0.0566664651052773
"65 and over",2020-05-18,0.0676468182052618
"65 and over",2020-05-19,0.0582070758718568
"65 and over",2020-05-20,0.0614003418244033
"65 and over",2020-05-21,0.0425208571575931
"65 and over",2020-05-22,0.0550978432338509
"65 and over",2020-05-23,0.0393275912050466
"65 and over",2020-05-24,0.0519045772813044
"65 and over",2020-05-25,0.0346217255907675
"65 and over",2020-05-26,0.0645095744624091
"65 and over",2020-05-27,0.0582070758718568
"65 and over",2020-05-28,0.0881229358483452
"65 and over",2020-05-29,0.0440894790290195
"65 and over",2020-05-30,0.0550978432338509
"65 and over",2020-05-31,0.0330531037193412
"65 and over",2020-06-01,0.040896213076473
"65 and over",2020-06-02,0.0440334568193257
"65 and over",2020-06-03,0.0786831935149401
"65 and over",2020-06-04,0.0692994733912289
"65 and over",2020-06-05,0.069271462286382
"65 and over",2020-06-06,0.0409242241813199
"65 and over",2020-06-07,0.05980370884813
"65 and over",2020-06-08,0.0629409525909827
"65 and over",2020-06-09,0.0818204372577929
"65 and over",2020-06-10,0.0550978432338509
"65 and over",2020-06-11,0.0519325883861513
"65 and over",2020-06-12,0.0582070758718568
"65 and over",2020-06-13,0.036162336357347
"65 and over",2020-06-14,0.0519045772813044
"65 and over",2020-06-15,0.0566664651052773
"65 and over",2020-06-16,0.0519045772813044
"65 and over",2020-06-17,0.0629409525909827
"65 and over",2020-06-18,0.0503639665147249
"65 and over",2020-06-19,0.0677028404149556
"65 and over",2020-06-20,0.0535292213624246
"65 and over",2020-06-21,0.050335955409878
"65 and over",2020-06-22,0.0551258543386978
"65 and over",2020-06-23,0.069271462286382
"65 and over",2020-06-24,0.0755179386672405
"65 and over",2020-06-25,0.0660781963338355
"65 and over",2020-06-26,0.055069832129004
"65 and over",2020-06-27,0.0503639665147249
"65 and over",2020-06-28,0.0377589693336203
"65 and over",2020-06-29,0.0802798264912134
"65 and over",2020-06-30,0.0692994733912289
"65 and over",2020-07-01,0.0771145716435138
"65 and over",2020-07-02,0.0865543139769188
"65 and over",2020-07-03,0.0755459497720874
"65 and over",2020-07-04,0.111736297234281
"65 and over",2020-07-05,0.0928568125674712
"65 and over",2020-07-06,0.122800683648807
"65 and over",2020-07-07,0.103865176772303
"65 and over",2020-07-08,0.130643793005938
"65 and over",2020-07-09,0.119579406591413
"65 and over",2020-07-10,0.136946291596491
"65 and over",2020-07-11,0.130643793005938
"65 and over",2020-07-12,0.129047160029665
"65 and over",2020-07-13,0.124313283310539
"65 and over",2020-07-14,0.163668885620433
"65 and over",2020-07-15,0.173164650163531
"65 and over",2020-07-16,0.176301893906384
"65 and over",2020-07-17,0.136946291596491
"65 and over",2020-07-18,0.155853787368148
"65 and over",2020-07-19,0.114901552081981
"65 and over",2020-07-20,0.199887244187473
"65 and over",2020-07-21,0.256581720397598
"65 and over",2020-07-22,0.255013098526171
"65 and over",2020-07-23,0.256581720397598
"65 and over",2020-07-24,0.248766622145313
"65 and over",2020-07-25,0.218850762168824
"65 and over",2020-07-26,0.171568017187258
"65 and over",2020-07-27,0.215713518425972
"65 and over",2020-07-28,0.24083947947364
"65 and over",2020-07-29,0.267618095707276
"65 and over",2020-07-30,0.297589977893458
"65 and over",2020-07-31,0.255013098526171
"65 and over",2020-08-01,0.231399737140235
"65 and over",2020-08-02,0.192016123725495
"65 and over",2020-08-03,0.247141978064193
"65 and over",2020-08-04,0.316525484769962
"65 and over",2020-08-05,0.313276196607722
"65 and over",2020-08-06,0.296021356022032
"65 and over",2020-08-07,0.300699210531464
"65 and over",2020-08-08,0.259774986350144
"65 and over",2020-08-09,0.245657389507307
"65 and over",2020-08-10,0.325909204893673
"65 and over",2020-08-11,0.374732560641819
"65 and over",2020-08-12,0.363696185332141
"65 and over",2020-08-13,0.28655360258378
"65 and over",2020-08-14,0.294424723045759
"65 and over",2020-08-15,0.294340689731218
"65 and over",2020-08-16,0.297561966788611
"65 and over",2020-08-17,0.363696185332141
"65 and over",2020-08-18,0.426693160132817
"65 and over",2020-08-19,0.38574092484665
"65 and over",2020-08-20,0.332183692379379
"65 and over",2020-08-21,0.347925933303336
"65 and over",2020-08-22,0.354228431893889
"65 and over",2020-08-23,0.30064318832177
"65 and over",2020-08-24,0.393612045308629
"65 and over",2020-08-25,0.431427036851943
"65 and over",2020-08-26,0.440838768080501
"65 and over",2020-08-27,0.42666514902797
"65 and over",2020-08-28,0.458121619771038
"65 and over",2020-08-29,0.362043530146174
"65 and over",2020-08-30,0.332239714589073
"65 and over",2020-08-31,0.451819121180486
"65 and over",2020-09-01,0.390446790460929
"65 and over",2020-09-02,0.357421697846435
"65 and over",2020-09-03,0.357365675636741
"65 and over",2020-09-04,0.38736556892777
"65 and over",2020-09-05,0.317982062222001
"65 and over",2020-09-06,0.314872829583995
"65 and over",2020-09-07,0.376301182513245
"65 and over",2020-09-08,0.4503345326236
"65 and over",2020-09-09,0.434536269489949
"65 and over",2020-09-10,0.432939636513676
"65 and over",2020-09-11,0.396721277946635
"65 and over",2020-09-12,0.346441344746451
"65 and over",2020-09-13,0.280251103993228
"65 and over",2020-09-14,0.390446790460929
"65 and over",2020-09-15,0.428261782004243
"65 and over",2020-09-16,0.423471883075424
"65 and over",2020-09-17,0.42820575979455
"65 and over",2020-09-18,0.403079798746881
"65 and over",2020-09-19,0.434564280594796
"65 and over",2020-09-20,0.347897922198489
"65 and over",2020-09-21,0.355769042660468
"65 and over",2020-09-22,0.377869804384672
"65 and over",2020-09-23,0.415712807032833
"65 and over",2020-09-24,0.360530930484441
"65 and over",2020-09-25,0.417225406694565
"65 and over",2020-09-26,0.393612045308629
"65 and over",2020-09-27,0.358990319717861
"65 and over",2020-09-28,0.373135927665546
"65 and over",2020-09-29,0.40941030844228
"65 and over",2020-09-30,0.436076880256528
"65 and over",2020-10-01,0.431371014642249
"65 and over",2020-10-02,0.42828979310909
"65 and over",2020-10-03,0.440838768080501
"65 and over",2020-10-04,0.40462040951346
"65 and over",2020-10-05,0.379438426256098
"65 and over",2020-10-06,0.393612045308629
"65 and over",2020-10-07,0.436132902466222
"65 and over",2020-10-08,0.385712913741803
"65 and over",2020-10-09,0.448737899647327
"65 and over",2020-10-10,0.439214123999381
"65 and over",2020-10-11,0.374648527327278
"65 and over",2020-10-12,0.38565689153211
"65 and over",2020-10-13,0.418794028565992
"65 and over",2020-10-14,0.437673513232802
"65 and over",2020-10-15,0.467561362104443
"65 and over",2020-10-16,0.481819014471515
"65 and over",2020-10-17,0.431399025747096
"65 and over",2020-10-18,0.377897815489519
"65 and over",2020-10-19,0.458121619771038
"65 and over",2020-10-20,0.351119199255883
"65 and over",2020-10-21,0.283360336631233
"65 and over",2020-10-22,0.321175328174547
"65 and over",2020-10-23,0.343248078793904
"65 and over",2020-10-24,0.295993344917185
"65 and over",2020-10-25,0.346413333641604
"65 and over",2020-10-26,0.330643081612799
"65 and over",2020-10-27,0.4471692777759
"65 and over",2020-10-28,0.46912998397587
"65 and over",2020-10-29,0.456581009004459
"65 and over",2020-10-30,0.549465832676777
"65 and over",2020-10-31,0.401399132456067
"65 and over",2020-11-01,0.379438426256098
"65 and over",2020-11-02,0.447113255566207
"65 and over",2020-11-03,0.519521961595441
"65 and over",2020-11-04,0.615544029010612
"65 and over",2020-11-05,0.129047160029665
"65 and over",2020-11-06,0.0802518153863665
"65 and over",2020-11-07,0.0692434511815351
"65 and over",2020-11-08,0.0818764594674867
"65 and over",2020-11-09,0.0834170702340661
"65 and over",2020-11-10,0.0959940563103239
"65 and over",2020-11-11,0.0771425827483607
"65 and over",2020-11-12,0.0834170702340661
"65 and over",2020-11-13,0.0912601795911979
"65 and over",2020-11-14,0.074005339005508
"65 and over",2020-11-15,0.0598317199529769
"65 and over",2020-11-16,0.114957574291675
"65 and over",2020-11-17,0.108627064596276
"65 and over",2020-11-18,0.0975906892865972
"65 and over",2020-11-19,0.107002420515155
"65 and over",2020-11-20,0.091232168486351
"65 and over",2020-11-21,0.0944534455437444
"65 and over",2020-11-22,0.0944534455437444
"65 and over",2020-11-23,0.111764308339128
"65 and over",2020-11-24,0.127534560367933
"65 and over",2020-11-25,0.114929563186828
"65 and over",2020-11-26,0.12439731662508
"65 and over",2020-11-27,0.138542924572764
"65 and over",2020-11-28,0.108655075701122
"65 and over",2020-11-29,0.108599053491429
"65 and over",2020-11-30,0.0897195688246185
"65 and over",2020-12-01,0.127506549263086
"65 and over",2020-12-02,0.322743950045974
"65 and over",2020-12-03,0.311763596945989
"65 and over",2020-12-04,0.355769042660468
"65 and over",2020-12-05,0.273920594297828
"65 and over",2020-12-06,0.256609731502445
"65 and over",2020-12-07,0.310166963969716
"65 and over",2020-12-08,0.347925933303336
"65 and over",2020-12-09,0.377785771070131
